Classe terapèutica,Principi actiu,Nom Comercial,CN,Dispositiu / Presentació,Dosi recomanada,Tipus de dispositiu,Petjada CO₂,Flux inspiratori,Flux Pas 4,Informació dispositiu,Fecha de Incorporación,Origen (Link CIMA),Estado de Validación,PHF,MATMA
SABA,Salbutamol,Ventolin®,656706,pMDI: 100 mcg/inhalació,"100-200 mcg c/6h si cal
(D màx. 200 mcg c/6h)",ICP,🔴 , 20-30 l/m,Lenta,https://scientiasalut.gencat.cat/handle/11351/11880,,,,★,
SABA,Salbutamol,Salbutamol Aldo-Union®,797183,pMDI: 100 mcg/inhalació,"100-200 mcg c/6h si cal
(D màx. 200 mcg c/6h)",ICP,🔴 , 20-30 l/m,Lenta,https://scientiasalut.gencat.cat/handle/11351/11880,,,,★,
SABA,Salbutamol,Ventoaldo®,652530,pMDI: 100 mcg/inhalació,"100-200 mcg c/6h si cal
(D màx. 200 mcg c/6h)",ICP,🔴 , 20-30 l/m,Lenta,https://scientiasalut.gencat.cat/handle/11351/11880,,,,★,
SABA,Terbutalina,Terbasmin®,723500,Turbuhaler®: 500 mcg/inh,"500 mcg si cal
(D.màx. 6000 mcg c/24h)",IPS multi,🟢,50-60 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11893,,,,,
LABA,Salmeterol,Serevent®,670497,pMDI: 25 mcg/inh,"50 mcg c/12 h
(D. Màx. 100 mcg/12h)",ICP,🔴 , 20-30 l/m,Lenta,https://scientiasalut.gencat.cat/handle/11351/11880,,,,★,
LABA,Salmeterol,Beglan®,667105,pMDI: 25 mcg/inh,"50 mcg c/12 h
(D. Màx. 100 mcg/12h)",ICP,🔴 , 20-30 l/m,Lenta,https://scientiasalut.gencat.cat/handle/11351/11880,,,,★,
LABA,Salmeterol,Betamican®,940320,pMDI: 25 mcg/inh,"50 mcg c/12 h
(D. Màx. 100 mcg/12h)",ICP,🔴 , 20-30 l/m,Lenta,https://scientiasalut.gencat.cat/handle/11351/11880,,,,★,
LABA,Salmeterol,Inaspir®,936989,pMDI: 25 mcg/inh,"50 mcg c/12 h
(D. Màx. 100 mcg/12h)",ICP,🔴 , 20-30 l/m,Lenta,https://scientiasalut.gencat.cat/handle/11351/11880,,,,★,
LABA,Salmeterol,Serevent®,670513,Accuhaler®: 50 mcg/inh,"50 mcg c/12 h
(D. Màx. 100 mcg/12h)",IPS multi,🟢,60-90 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11813,,,,★,
LABA,Salmeterol,Beglan®,667097,Accuhaler®: 50 mcg/inh,"50 mcg c/12 h
(D. Màx. 100 mcg/12h)",IPS multi,🟢,60-90 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11813,,,,★,
LABA,Salmeterol,Betamican®,939033,Accuhaler®: 50 mcg/inh,"50 mcg c/12 h
(D. Màx. 100 mcg/12h)",IPS multi,🟢,60-90 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11813,,,,★,
LABA,Salmeterol,Inaspir®,937318,Accuhaler®: 50 mcg/inh,"50 mcg c/12 h
(D. Màx. 100 mcg/12h)",IPS multi,🟢,60-90 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11813,,,,★,
LABA,Formoterol,Broncoral Neo®,652118,pMDI: 12 mcg/inh,"12 mcg c/12 h
(D. Màx. 24 mcg c/12h)",ICP,🔴 , 20-30 l/m,Lenta,https://scientiasalut.gencat.cat/handle/11351/11880,,,,★,
LABA,Formoterol,Oxis®,668863,Turbuhaler®: 9 mcg/inh,"12 mcg c/12 h
(D. Màx. 24 mcg c/12h)",IPS multi,🟢,50-60 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11893,,,,★,
LABA,Formoterol,Foradil®,657775,Aerolizer®: 12 mcg/inh,"12 mcg c/12 h
(D. Màx. 24 mcg c/12h)",IPS uni ,🟢,>90 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11815,,,,★,
LABA,Formoterol,Formoterol Aldo-Union®,650654,Aerolizer®: 12 mcg/inh,"12 mcg c/12 h
(D. Màx. 24 mcg c/12h)",IPS uni ,🟢,>90 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11815,,,,★,
LABA,Formoterol,Formoterol Stada®,650684,Aerolizer®: 12 mcg/inh,"12 mcg c/12 h
(D. Màx. 24 mcg c/12h)",IPS uni ,🟢,>90 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11815,,,,★,
LABA,Formoterol,Formatris®,656120,Novolizer®: 12 mcg/inh,"12 mcg c/12 h
(D. Màx. 24 mcg c/12h)",IPS multi,🟢,60-90 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11882,,,,★,
LABA,Indacaterol,Onbrez®,"664465, 664467","Breezhaler®: 150, 300 mcg/inh","150 mcg c/24 h
(D. Màx. 300 mcg c/24h)",IPS uni ,🟢,>90 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11816,,,,★,
LABA,Indacaterol,Hirobriz®,665951.665952,"Breezhaler®: 150, 300 mcg/inh","150 mcg c/24 h
(D. Màx. 300 mcg c/24h)",IPS uni ,🟢,>90 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11816,,,,★,
LABA,Indacaterol,Oslif®,665937,"Breezhaler®: 150, 300 mcg/inh","150 mcg c/24 h
(D. Màx. 300 mcg c/24h)",IPS uni ,🟢,>90 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11816,,,,★,
LABA,Olodaterol,Striverdi®,726792,Respimat®: 2.5 mcg/inh,"5 mcg c/24 h
(D.màx. 5 mcg/24 h)",IVS,🟢, 20-30 l/m,Lenta,https://scientiasalut.gencat.cat/handle/11351/11891,,,,,
SAMA,Bromur d'ipratropi,Atrovent®,720011,pMDI: 20 mcg/inh,"40 mcg c/6h si cal
(D.màx. 240 mcg c/24 h)",ICP,🔴 , 20-30 l/m,Lenta,https://scientiasalut.gencat.cat/handle/11351/11880,,,,★,
SAMA,Bromur d'ipratropi,Atroaldo®,"672312 , 605412",pMDI: 20 mcg/inh,"40 mcg c/6h si cal
(D.màx. 240 mcg c/24 h)",ICP,🔴 , 20-30 l/m,Lenta,https://scientiasalut.gencat.cat/handle/11351/11880,,,,★,
LAMA,Bromur de tiotropi,Spiriva®,654832,Handihaler®: 18 mcg/inh,"18 mcg c/24 h
(D.màx: 18 mcg c/24 h)",IPS uni ,🟢,<50 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11879,,,,★,
LAMA,Bromur de tiotropi,Spiriva®,725948,Respimat®: 2.5 mcg/inh,"5 mcg c/24 h
(D.màx: 5 mcg c/24 h)",IVS,🟢, 20-30 l/m,Lenta,https://scientiasalut.gencat.cat/handle/11351/11891,,,,★,
LAMA,Bromur de tiotropi,Braltus®,711251,Zonda®: 10 mcg/inh,"10 mcg c/24h
(D.màx: 10 mcg c/24h)",IPS uni ,🟢,,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11895,,,,★,
LAMA,Bromur de tiotropi,Gregal®,711250,Zonda®: 10 mcg/inh,"10 mcg c/24h
(D.màx: 10 mcg c/24h)",IPS uni ,🟢,,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11895,,,,★,
LAMA,Bromur d'aclidini,Eklira®,693094,Genuair®: 322 mcg/inh,"322 mcg c/12 h
(D.màx: 322 mcg c/12 h)",IPS multi,🟢,60-90 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11878,,,,,
LAMA,Bromur d'aclidini,Bretaris®,693582,Genuair®: 322 mcg/inh,"322 mcg c/12 h
(D.màx: 322 mcg c/12 h)",IPS multi,🟢,60-90 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11878,,,,,
LAMA,Bromur de glicopirroni,Seebri®,691456,Breezhaler®: 44 mcg/inh,"44 mcg c/24 h
(D.màx: 44 mcg c/24 h)",IPS uni ,🟢,>90 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11816,,,,,
LAMA,Bromur de glicopirroni,Enurev®,698537,Breezhaler®: 44 mcg/inh,"44 mcg c/24 h
(D.màx: 44 mcg c/24 h)",IPS uni ,🟢,>90 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11816,,,,,
LAMA,Bromur de glicopirroni,Tovanor®,698271,Breezhaler®: 44 mcg/inh,"44 mcg c/24 h
(D.màx: 44 mcg c/24 h)",IPS uni ,🟢,>90 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11816,,,,,
LAMA,Bromur d'umeclidini,Incruse®,702569,Ellipta®: 55 mcg/inh,"55 mcg c/24 h
(D.màx: 55 mcg c/24 h)",IPS multi,🟢,<50 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11818,,,,,
LAMA,Bromur d'umeclidini,Rolufta®,722407,Ellipta®: 55 mcg/inh,"55 mcg c/24 h
(D.màx: 55 mcg c/24 h)",IPS multi,🟢,<50 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11818,,,,,
LABA/LAMA,Indacaterol / Glicopirroni,Ultibro®,700048,Breezhaler®: 85/43 mcg/inh,"85/43 mcg c/24 h
(D.màx: 85/43 mcg c/24 h)",IPS uni ,🟢,>90 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11816,,,,★,
LABA/LAMA,Indacaterol / Glicopirroni,Xoterna®,700019,Breezhaler®: 85/43 mcg/inh,"85/43 mcg c/24 h
(D.màx: 85/43 mcg c/24 h)",IPS uni ,🟢,>90 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11816,,,,★,
LABA/LAMA,Indacaterol / Glicopirroni,Ulunar®,702409,Breezhaler®: 85/43 mcg/inh,"85/43 mcg c/24 h
(D.màx: 85/43 mcg c/24 h)",IPS uni ,🟢,>90 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11816,,,,★,
LABA/LAMA,Aclidini / Formoterol,Duaklir®,705081,Genuair®: 340/12 mcg/inh,"340/12 mcg c/12 h
(D.màx: 340/12 mcg c/12 h)",IPS multi,🟢,60-90 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11878,,,,★,
LABA/LAMA,Aclidini / Formoterol,Brimica®,705080,Genuair®: 340/12 mcg/inh,"340/12 mcg c/12 h
(D.màx: 340/12 mcg c/12 h)",IPS multi,🟢,60-90 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11878,,,,★,
LABA/LAMA,Umeclidini / Vilanterol,Anoro®,702566,Ellipta®: 55/22 mcg/inh,"55/22 mcg c/24 h
(D.màx: 55/22 mcg c/24)",IPS multi,🟢,<50 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11818,,,,,
LABA/LAMA,Umeclidini / Vilanterol,Laventair Ellipta®,722403,Ellipta®: 55/22 mcg/inh,"55/22 mcg c/24 h
(D.màx: 55/22 mcg c/24)",IPS multi,🟢,<50 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11818,,,,,
LABA/LAMA,Tiotropi / Olodaterol,Spiolto®,726796,Respimat®: 2.5/2.5 mcg/inh,"5/5 mcg c/24 h
(D.màx: 5/5 mcg c/24 h)",IVS,🟢, 20-30 l/m,Lenta,https://scientiasalut.gencat.cat/handle/11351/11891,,,,★,
LABA/LAMA,Tiotropi / Olodaterol,Yanimo®,726791,Respimat®: 2.5/2.5 mcg/inh,"5/5 mcg c/24 h
(D.màx: 5/5 mcg c/24 h)",IVS,🟢, 20-30 l/m,Lenta,https://scientiasalut.gencat.cat/handle/11351/11891,,,,★,
GCI,Budesonida,Pulmicort®,"660910, 651927, 885640","Turbuhaler®: 100, 200, 400 mcg/inh","Pauta en MPOC: 200-400 mcg/12 h
Pauta en Asma:
  Dosi baixa: 200-400 mcg/24h
  Dosi mitjana: 401-800 mcg/24h
  Dosi alta: 801-1.600 mcg/24h
(D. Màx: 800 mcg c/12h)",IPS multi,🟢,50-60 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11893,,,,,
GCI,Budesonida,Budesonida Easyhaler®,"650966, 650965, 650967","Easyhaler®: 100, 200, 400 mcg/inh","Pauta en MPOC: 200-400 mcg/12 h
Pauta en Asma:
  Dosi baixa: 200-400 mcg/24h
  Dosi mitjana: 401-800 mcg/24h
  Dosi alta: 801-1.600 mcg/24h
(D. Màx: 800 mcg c/12h)",IPS multi,🟢,<50 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11817,,,,,
GCI,Budesonida,Novopulm®,"945436, 652283","Novolizer® 200, 400 mcg/inh","Pauta en MPOC: 200-400 mcg/12 h
Pauta en Asma:
  Dosi baixa: 200-400 mcg/24h
  Dosi mitjana: 401-800 mcg/24h
  Dosi alta: 801-1.600 mcg/24h
(D. Màx: 800 mcg c/12h)",IPS multi,🟢,60-90 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11882,,,,,
GCI,Budesonida,Budesonida Pulmictan®," 656614, 656615","pMDI: 50, 200 mcg/inh","Pauta en MPOC: 200-400 mcg/12 h
Pauta en Asma:
  Dosi baixa: 200-400 mcg/24h
  Dosi mitjana: 401-800 mcg/24h
  Dosi alta: 801-1.600 mcg/24h
(D. Màx: 800 mcg c/12h)",ICP,🔴 , 20-30 l/m,Lenta,https://scientiasalut.gencat.cat/handle/11351/11880,,,,,
GCI,Budesonida,Budesonida Aldo-Unión®,"668905,725241,672718","pMDI: 50, 100, 200 mcg/inh","Pauta en MPOC: 200-400 mcg/12 h
Pauta en Asma:
  Dosi baixa: 200-400 mcg/24h
  Dosi mitjana: 401-800 mcg/24h
  Dosi alta: 801-1.600 mcg/24h
(D. Màx: 800 mcg c/12h)",ICP,🔴 , 20-30 l/m,Lenta,https://scientiasalut.gencat.cat/handle/11351/11880,,,,,
GCI,Beclometasona,Becloforte®,917070,pMDI: 250 mcg/inh,"Pauta en MPOC: 250-500 mcg c/12h
Pauta en Asma:
  Dosi baixa: 200-500 mcg/24h
  Dosi mitjana: 501-1000 mcg/24h
  Dosi alta: 1001-2000 mcg/24h
(D.Màx: 2000 mcg c/24h)",ICP,🔴 , 20-30 l/m,Lenta,https://scientiasalut.gencat.cat/handle/11351/11880,,,,,
GCI,Beclometasona,Becotide®,715219,pMDI: 50 mcg/inh,"Pauta en MPOC: 250-500 mcg c/12h
Pauta en Asma:
  Dosi baixa: 200-500 mcg/24h
  Dosi mitjana: 501-1000 mcg/24h
  Dosi alta: 1001-2000 mcg/24h
(D.Màx: 2000 mcg c/24h)",ICP,🔴 , 20-30 l/m,Lenta,https://scientiasalut.gencat.cat/handle/11351/11880,,,,,
GCI,Ciclesonida,Alvesco®,763857,pMDI: 160 mcg/inh,"Pauta en Asma:
  Dosi baixa: 80-160 mcg/24h
  Dosi mitjana: 161-320 mcg/24h
  Dosi alta: 321-1280 mcg/24h
(D. Màx. 320 mcg c/12h)",ICP,🔴 , 20-30 l/m,Lenta,https://scientiasalut.gencat.cat/handle/11351/11880,,,,,
GCI,Propionat de fluticasona,Flixotide®," 689729, 689687","Accuhaler® 100, 250, 500 mcg/inh","Pauta en MPOC: 250-500 mcg c/12h
Pauta en Asma:
  Dosi baixa: 100-250 mcg/24h
  Dosi mitjana: 251-500 mcg/24h
  Dosi alta: 501-1000 mcg/24h
(D. Màx: 500 mcg c/12h)",IPS multi,🟢,60-90 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11813,,,,,
GCI,Propionat de fluticasona,Trialona®,"662361, 662353","Accuhaler® 100, 250, 500 mcg/inh","Pauta en MPOC: 250-500 mcg c/12h
Pauta en Asma:
  Dosi baixa: 100-250 mcg/24h
  Dosi mitjana: 251-500 mcg/24h
  Dosi alta: 501-1000 mcg/24h
(D. Màx: 500 mcg c/12h)",IPS multi,🟢,60-90 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11813,,,,,
GCI,Propionat de fluticasona,Flusonal®,689083.689042,"Accuhaler® 100, 250, 500 mcg/inh","Pauta en MPOC: 250-500 mcg c/12h
Pauta en Asma:
  Dosi baixa: 100-250 mcg/24h
  Dosi mitjana: 251-500 mcg/24h
  Dosi alta: 501-1000 mcg/24h
(D. Màx: 500 mcg c/12h)",IPS multi,🟢,60-90 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11813,,,,,
GCI,Propionat de fluticasona,Inalacor®,686139.686097,"Accuhaler® 100, 250, 500 mcg/inh","Pauta en MPOC: 250-500 mcg c/12h
Pauta en Asma:
  Dosi baixa: 100-250 mcg/24h
  Dosi mitjana: 251-500 mcg/24h
  Dosi alta: 501-1000 mcg/24h
(D. Màx: 500 mcg c/12h)",IPS multi,🟢,60-90 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11813,,,,,
GCI,Propionat de fluticasona,Flixotide®,"689786, 689745","pMDI 50, 125, 250 mcg/inh","Pauta en MPOC: 250-500 mcg c/12h
Pauta en Asma:
  Dosi baixa: 100-250 mcg/24h
  Dosi mitjana: 251-500 mcg/24h
  Dosi alta: 501-1000 mcg/24h
(D. Màx: 500 mcg c/12h)",ICP,🔴 , 20-30 l/m,Lenta,https://scientiasalut.gencat.cat/handle/11351/11880,,,,,
GCI,Propionat de fluticasona,Trialona®,"665570, 665562","pMDI 50, 125, 250 mcg/inh","Pauta en MPOC: 250-500 mcg c/12h
Pauta en Asma:
  Dosi baixa: 100-250 mcg/24h
  Dosi mitjana: 251-500 mcg/24h
  Dosi alta: 501-1000 mcg/24h
(D. Màx: 500 mcg c/12h)",ICP,🔴 , 20-30 l/m,Lenta,https://scientiasalut.gencat.cat/handle/11351/11880,,,,,
GCI,Propionat de fluticasona,Inalacor®,686196.686154,"pMDI 50, 125, 250 mcg/inh","Pauta en MPOC: 250-500 mcg c/12h
Pauta en Asma:
  Dosi baixa: 100-250 mcg/24h
  Dosi mitjana: 251-500 mcg/24h
  Dosi alta: 501-1000 mcg/24h
(D. Màx: 500 mcg c/12h)",ICP,🔴 , 20-30 l/m,Lenta,https://scientiasalut.gencat.cat/handle/11351/11880,,,,,
GCI,Propionat de fluticasona,Flusonal®," 689141,689109","pMDI 50, 125, 250 mcg/inh","Pauta en MPOC: 250-500 mcg c/12h
Pauta en Asma:
  Dosi baixa: 100-250 mcg/24h
  Dosi mitjana: 251-500 mcg/24h
  Dosi alta: 501-1000 mcg/24h
(D. Màx: 500 mcg c/12h)",ICP,🔴 , 20-30 l/m,Lenta,https://scientiasalut.gencat.cat/handle/11351/11880,,,,,
GCI,Propionat de fluticasona,Fluticasona Cipla®,"705031, 705033","pMDI 50, 125, 250 mcg/inh","Pauta en MPOC: 250-500 mcg c/12h
Pauta en Asma:
  Dosi baixa: 100-250 mcg/24h
  Dosi mitjana: 251-500 mcg/24h
  Dosi alta: 501-1000 mcg/24h
(D. Màx: 500 mcg c/12h)",ICP,🔴 , 20-30 l/m,Lenta,https://scientiasalut.gencat.cat/handle/11351/11880,,,,,
GCI,Mometasona furoat,Asmanex®," 744516, 751271","Twisthaler®: 200, 400 mcg/inh","Pauta en Asma:
  Dosi baixa: 200 mcg/24h
  Dosi mitjana: 400 mcg/24h
  Dosi alta: 800 mcg/24h
(D. Màx: 400 mcg c/12h)",IPS multi,🟢,<50 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11894,,,,,
SABA/GCI,Salbutamol/ Beclometasona,Ventoduo®,948679,pMDI: 100/50 mcg,"200/100 mcg c/24h o c/12h
(D màx. 200/100 mcg c/6h)",ICP,🔴 , 20-30 l/m,Lenta,https://scientiasalut.gencat.cat/handle/11351/11880,,,,★,
LABA/GCI,Formoterol / Beclometasona,Foster®,"700581, 710247","Nexthaler®: 6/100, 6/200 mcg/inh","Pauta en MPOC: 12/200 mcg/12 h
Pauta en Asma:
  Dosi Baixa: 100/6 mcg: 1 inh c/12h
  Dosi Mitjana: 100/6 mcg: 2 inh c/12h
  Dosi Alta: 200/6 mcg: 2 inh c/12h
(D. Màx: 12/400 mcg c/12h)",IPS multi,🟢,60-90 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11881,,,,★,
LABA/GCI,Formoterol / Beclometasona,Formodual®,"700582 ,710249","Nexthaler®: 6/100, 6/200 mcg/inh","Pauta en MPOC: 12/200 mcg/12 h
Pauta en Asma:
  Dosi Baixa: 100/6 mcg: 1 inh c/12h
  Dosi Mitjana: 100/6 mcg: 2 inh c/12h
  Dosi Alta: 200/6 mcg: 2 inh c/12h
(D. Màx: 12/400 mcg c/12h)",IPS multi,🟢,60-90 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11881,,,,★,
LABA/GCI,Formoterol / Beclometasona,Foster®,"659065 ,709801","pMDI Modulite®: 6/100, 6/200 mcg/inh","Pauta en MPOC: 12/200 mcg/12 h
Pauta en Asma:
  Dosi Baixa: 100/6 mcg: 1 inh c/12h
  Dosi Mitjana: 100/6 mcg: 2 inh c/12h
  Dosi Alta: 200/6 mcg: 2 inh c/12h
(D. Màx: 12/400 mcg c/12h)",ICP,🔴 , 20-30 l/m,Lenta,https://scientiasalut.gencat.cat/handle/11351/11880,,,,★,
LABA/GCI,Formoterol / Beclometasona,Formodual®,"659075, 709802","pMDI Modulite®: 6/100, 6/200 mcg/inh","Pauta en MPOC: 12/200 mcg/12 h
Pauta en Asma:
  Dosi Baixa: 100/6 mcg: 1 inh c/12h
  Dosi Mitjana: 100/6 mcg: 2 inh c/12h
  Dosi Alta: 200/6 mcg: 2 inh c/12h
(D. Màx: 12/400 mcg c/12h)",ICP,🔴 , 20-30 l/m,Lenta,https://scientiasalut.gencat.cat/handle/11351/11880,,,,★,
LABA/GCI,Formoterol / Budesonida,Symbicort®,"723311,723314,723313","Turbuhaler®:4.5/80, 4.5/160, 9/320 mcg/inh","Pauta MPOC: 9/320 mcg c/12 h
Pauta en Asma:
  Dosi Baixa: 4.5/160 mcg c/12h
  Dosi Mitjana: 9/320 mcg c/12h
  Dosi Alta: 2 inhalacions de 9/320 mcg c/12h
(D.Màx: 36/1280 mcg c/24h)",IPS multi,🟢,50-60 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11893,,,,★,
LABA/GCI,Formoterol / Budesonida,Rilast®,"723306,723315,723312","Turbuhaler®:4.5/80, 4.5/160, 9/320 mcg/inh","Pauta MPOC: 9/320 mcg c/12 h
Pauta en Asma:
  Dosi Baixa: 4.5/160 mcg c/12h
  Dosi Mitjana: 9/320 mcg c/12h
  Dosi Alta: 2 inhalacions de 9/320 mcg c/12h
(D.Màx: 36/1280 mcg c/24h)",IPS multi,🟢,50-60 l/m,Ràpida,https://scientiasalut.gencat.cat/handle/11351/11893,,,,★,
